"Идентификатор пользователя","Название приюта","Дата/время платежа","Наименование услуги","Сумма платежа"
26735,"Приют для кошек ""ЯрКот""",2019-11-20 20:32:20,"1 КотоДень",88
26735,"Самарский приют для животных ""НадеждА""",2019-11-20 20:39:21,Корм с курицей и рисом ,42
26735,"Самарский приют для животных ""НадеждА""",2019-11-20 20:39:21,Наполнитель для туалета,20
26735,Мокрый нос,2019-11-20 20:39:21,"1 ПёсоДень",145
26735,Люськин дом,2019-11-20 20:39:21,Наполнитель для туалета Fresh Step,36
26735,Люськин дом,2019-11-20 20:39:21,Дневная порция вкуснейшего корма,51
26735,Кот и Пёс,2019-11-20 20:39:21,КотоДень,94
26735,Кот и Пёс,2019-11-20 20:39:21,Наполнитель для туалета,20
26735,"Приют для кошек ""Потеряшка""",2019-11-20 20:39:21,Наполнитель для туалета,20
26735,"Приют для кошек ""Потеряшка""",2019-11-20 20:39:21,Порция вкуснейшего корма,39
26735,Лёхин дом,2019-11-20 20:39:21,Порция корма ,48
26735,Лёхин дом,2019-11-20 20:39:21,Наполнитель для туалета,20
28626,"Приют для кошек ""ЯрКот""",2019-11-20 20:41:08,Наполнитель для туалета,20
28626,"Приют для кошек ""ЯрКот""",2019-11-20 20:41:08,Наполнитель для туалета,20
27364,Добрые сердца,2019-11-20 21:31:53,КотоДень,99
27364,Добрые сердца,2019-11-20 21:31:53,Рекламировать питомца (пакет Mini),78
28438,Мокрый нос,2019-11-20 21:37:13,"1 ПёсоНеделя",887
25359,"Самарский приют для животных ""НадеждА""",2019-11-20 22:08:38,Лечение дерматита,376
25359,"Самарский приют для животных ""НадеждА""",2019-11-20 22:08:38,Успокаивающий ошейник с феромонами ,137
28438,Мокрый нос,2019-11-20 23:39:26,"1 ПёсоДень",145
28628,Убежище,2019-11-20 23:59:46,Дневная порция вкуснейшего корма,98
28628,"4 лапы",2019-11-20 23:59:46,ПёсоДень,155
28630,Матроскин,2019-11-21 00:14:40,Наполнитель для туалета,20
28631,Лёхин дом,2019-11-21 01:16:58,"1 КотоДень",116
3302,Матроскин,2019-11-21 02:29:40,Наполнитель для туалета,0.31
3302,Матроскин,2019-11-21 02:37:50,Наполнитель для туалета,0.31
23822,Центральный приют Спб для бездомных кошек!,2019-11-21 05:20:17,"1 КотоДень",98
23822,Центральный приют Спб для бездомных кошек!,2019-11-21 05:20:17,"1 КотоДень",98
28633,"Приют для кошек ""ЯрКот""",2019-11-21 08:32:12,"1 КотоДень",88
28635,Котофей,2019-11-21 10:33:36, Новогодний КотоНабор,90
28179,Люськин дом,2019-11-21 11:16:56,Дневная порция вкуснейшего корма,51
28179,Лёхин дом,2019-11-21 11:16:56,"1 КотоДень",116
6059,Шереметьевский приют,2019-11-21 11:37:42,Порция вкуснейшего корма,140
6059,Лаюшки и Мяушки,2019-11-21 11:37:42,ПёсоДень,155
6059,Лаюшки и Мяушки,2019-11-21 11:37:42,Новогодний ПёсоНабор,200
5965,"Самарский приют для животных ""НадеждА""",2019-11-21 12:36:23,"1 КотоДень",105
5965,"Самарский приют для животных ""НадеждА""",2019-11-21 12:36:23,Повысить иммунитет,97
5965,"Самарский приют для животных ""НадеждА""",2019-11-21 12:36:23,"1 КотоДень",105
5965,"Самарский приют для животных ""НадеждА""",2019-11-21 12:36:23,"1 КотоДень",105
5965,"Самарский приют для животных ""НадеждА""",2019-11-21 12:36:23,Стерилизация,100
5965,"Самарский приют для животных ""НадеждА""",2019-11-21 12:36:23,"1 КотоДень",105
5965,"Самарский приют для животных ""НадеждА""",2019-11-21 12:36:23,Избавить питомца от блох,547
5965,Центральный приют Спб для бездомных кошек!,2019-11-21 12:36:23,"1 КотоДень",98
5965,Котофей,2019-11-21 12:36:23,"1 КотоДень",87
28635,"Приют для кошек ""Потеряшка""",2019-11-21 12:51:57,Рекламировать питомца (пакет Standart),155
28635,"4 лапы",2019-11-21 12:57:27,ПёсоДень,155
28635,Лаюшки и Мяушки,2019-11-21 13:01:07,Избавить питомца от глистов,100
28635,"Самарский приют для животных ""НадеждА""",2019-11-21 13:09:35,Повысить иммунитет,100
28635,"Самарский приют для животных ""НадеждА""",2019-11-21 13:09:35,Защитить питомца от вирусов (Фелиген),100
28635,"Самарский приют для животных ""НадеждА""",2019-11-21 13:09:35,Защитить питомца от вирусов (Фелиген),100
4209,"Приют для кошек ""Потеряшка""",2019-11-21 13:46:02,Наполнитель для туалета,0.31
28555,Котофей,2019-11-21 13:48:07, Новогодний КотоНабор,1250
26395,"Самарский приют для животных ""НадеждА""",2019-11-21 13:49:22,"1 КотоДень",105
26395,Лаюшки и Мяушки,2019-11-21 13:49:22,ПёсоДень,155
27053,Кот и Пёс,2019-11-21 13:49:37,ПёсоДень,155
22485,Матроскин,2019-11-21 13:49:40,КотоДень,98
22485,Люськин дом,2019-11-21 13:49:40,"1 КотоДень",97
22485,Люськин дом,2019-11-21 13:49:40, Новогодний КотоНабор,100
22485,"Приют для кошек ""ЯрКот""",2019-11-21 13:49:40,"1 КотоДень",88
25970,Мокрый нос,2019-11-21 13:51:15,"1 ПёсоНеделя",887
25970,Мокрый нос,2019-11-21 13:51:15,Рекламировать питомца (пакет Maxi),265
24524,Котофей,2019-11-21 13:51:37,Кастрация питомца,1329
1516,"Самарский приют для животных ""НадеждА""",2019-11-21 13:53:44,Стерилизация,200
1516,"Самарский приют для животных ""НадеждА""",2019-11-21 13:53:44,Защитить питомца от вирусов (Фелиген),200
1516,"Самарский приют для животных ""НадеждА""",2019-11-21 13:53:44,"1 КотоНеделя",870
23203,"Самарский приют для животных ""НадеждА""",2019-11-21 13:54:39,Повысить иммунитет,100
28083,Матроскин,2019-11-21 14:02:18,Порция вкуснейшего корма,39
4209,"Приют для кошек ""Потеряшка""",2019-11-21 14:03:47,Наполнитель для туалета,0.31
27711,"Приют для кошек ""ЯрКот""",2019-11-21 14:04:21,"1 КотоДень",88
27711,Убежище,2019-11-21 14:04:21, Новогодний КотоНабор,100
27031,Матроскин,2019-11-21 14:08:29,КотоДень,98
28636,"Самарский приют для животных ""НадеждА""",2019-11-21 14:13:17,Корм с курицей и рисом ,42
27714,"Самарский приют для животных ""НадеждА""",2019-11-21 14:16:40,"1 КотоНеделя",870
27714,"Самарский приют для животных ""НадеждА""",2019-11-21 14:16:40,"1 КотоНеделя",870
27714,Мокрый нос,2019-11-21 14:16:40,"1 ПёсоНеделя",887
27714,"4 лапы",2019-11-21 14:16:40,ПёсоНеделя,860
27714,Лаюшки и Мяушки,2019-11-21 14:16:40,ПёсоНеделя,800
27714,Лаюшки и Мяушки,2019-11-21 14:16:40,Избавить питомца от глистов,500
26797,"Самарский приют для животных ""НадеждА""",2019-11-21 14:22:57,Повысить иммунитет,150
26797,"Самарский приют для животных ""НадеждА""",2019-11-21 14:22:57,Кастрация питомца,150
26797,"Самарский приют для животных ""НадеждА""",2019-11-21 14:22:57,Стерилизация,150
26797,Центральный приют Спб для бездомных кошек!,2019-11-21 14:22:57, Новогодний КотоНабор,150
27600,Лёхин дом,2019-11-21 14:24:37,Порция корма ,48
27600,Лёхин дом,2019-11-21 14:24:37,Порция корма ,48
26882,Лаюшки и Мяушки,2019-11-21 14:49:59,ПёсоДень,155
26882,Котофей,2019-11-21 14:58:06,"1 КотоДень",87
4261,"Самарский приют для животных ""НадеждА""",2019-11-21 15:07:41,Повысить иммунитет,50
28142,Котофей,2019-11-21 15:16:04,"1 КотоДень",87
28142,Котофей,2019-11-21 15:20:12,"1 КотоДень",87
28049,"4 лапы",2019-11-21 15:26:40,ПёсоДень,155
5688,"Приют для кошек ""ЯрКот""",2019-11-21 15:58:19,"1 КотоДень",88
5688,Шереметьевский приют,2019-11-21 15:58:19,Порция вкуснейшего корма,140
5688,Котофей,2019-11-21 15:58:19,"1 КотоДень",87
5688,Котофей,2019-11-21 15:58:19, Новогодний КотоНабор,100
5688,"4 лапы",2019-11-21 15:58:19,ПёсоДень,155
